Lakers,33,2022
Lakers,43,2023
Lakers,47,2024
Magic,25,2015
Magic,35,2016
Magic,29,2017
Magic,25,2018
Magic,42,2019
Magic,33,2020
Magic,21,2021
Magic,22,2022
Magic,34,2023
Magic,47,2024
Mavericks,50,2015
Mavericks,42,2016
Mavericks,33,2017
Mavericks,24,2018
Mavericks,33,2019
Mavericks,43,2020
Mavericks,42,2021
Mavericks,52,2022
Mavericks,38,2023
Mavericks,50,2024
Nets,38,2015
Nets,21,2016
Nets,20,2017
Nets,28,2018
Nets,42,2019
Nets,35,2020
Nets,48,2021
Nets,44,2022
Nets,45,2023
Nets,32,2024
Nuggets,30,2015
Nuggets,33,2016
Nuggets,40,2017
Nuggets,46,2018
Nuggets,54,2019
Nuggets,46,2020
Nuggets,47,2021
Nuggets,48,2022
Nuggets,53,2023
Nuggets,57,2024
Pacers,38,2015
Pacers,45,2016
Pacers,42,2017
Pacers,48,2018
Pacers,48,2019
Pacers,45,2020
Pacers,34,2021
Pacers,25,2022
Pacers,35,2023
Pacers,47,2024
Pelicans,45,2015
Pelicans,30,2016
Pelicans,34,2017
Pelicans,48,2018
Pelicans,33,2019
Pelicans,30,2020
Pelicans,31,2021
Pelicans,36,2022
Pelicans,42,2023
Pelicans,49,2024
Pistons,32,2015
Pistons,44,2016
Pistons,37,2017
Pistons,39,2018
Pistons,41,2019
Pistons,20,2020
Pistons,20,2021
Pistons,23,2022
Pistons,17,2023
Pistons,14,2024
Raptors,49,2015
Raptors,56,2016
Raptors,51,2017
Raptors,59,2018
Raptors,58,2019
Raptors,53,2020
Raptors,27,2021
Raptors,48,2022
Raptors,41,2023
Raptors,25,2024
Rockets,56,2015
Rockets,41,2016
Rockets,55,2017
Rockets,65,2018
Rockets,53,2019
Rockets,44,2020
Rockets,17,2021
Rockets,20,2022
Rockets,22,2023
Rockets,41,2024
Spurs,55,2015
Spurs,67,2016
Spurs,61,2017
Spurs,47,2018
Spurs,48,2019
Spurs,32,2020
Spurs,33,2021
Spurs,34,2022
Spurs,22,2023
Spurs,22,2024
Suns,39,2015
Suns,23,2016
Suns,24,2017
Suns,21,2018
Suns,19,2019
Suns,34,2020
Suns,51,2021
Suns,64,2022
Suns,45,2023
Suns,49,2024
Thunder,45,2015
Thunder,55,2016
Thunder,47,2017
Thunder,48,2018
Thunder,49,2019
Thunder,44,2020
Thunder,22,2021
Thunder,24,2022
Thunder,40,2023
Thunder,57,2024
Timberwolves,16,2015
Timberwolves,29,2016
Timberwolves,31,2017
Timberwolves,47,2018
Timberwolves,36,2019
Timberwolves,19,2020
Timberwolves,23,2021
Timberwolves,46,2022
Timberwolves,42,2023
Timberwolves,56,2024
Trail Blazers,51,2015
Trail Blazers,44,2016
Trail Blazers,41,2017
Trail Blazers,49,2018
Trail Blazers,53,2019
Trail Blazers,35,2020
Trail Blazers,42,2021
Trail Blazers,27,2022
Trail Blazers,33,2023
Trail Blazers,21,2024
Warriors,67,2015
Warriors,73,2016
Warriors,67,2017
Warriors,58,2018
Warriors,57,2019
Warriors,15,2020
Warriors,39,2021
Warriors,53,2022
Warriors,44,2023
Warriors,46,2024
Wizards,46,2015
Wizards,41,2016
Wizards,49,2017
Wizards,43,2018
Wizards,32,2019
Wizards,25,2020
Wizards,34,2021
Wizards,35,2022
Wizards,35,2023
Wizards,15,2024
